Textbox15,Textbox17
"COA Notes:
",SOP 430.00 VOCs and SVOCs: 

Textbox24,Textbox76,Textbox77,Textbox84,Textbox62,Textbox9,Textbox13,Textbox37,Textbox10,Textbox4,Textbox27,WPPRResultQualifier
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,2,3-Trichlorobenze",F20-08,MyExposome PO 225,A200567,YPA_0611,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,2,3-Trimethylbenze",F20-08,MyExposome PO 225,A200567,YPA_0611,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,2,4-Trichlorobenze",F20-08,MyExposome PO 225,A200567,YPA_0611,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,2,4-Trimethylbenze",F20-08,MyExposome PO 225,A200567,YPA_0611,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,3,5-Trimethylbenze",F20-08,MyExposome PO 225,A200567,YPA_0611,,< 0.18 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,3-Dichlorobenze",F20-08,MyExposome PO 225,A200567,YPA_0611,,< 0.18 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,2-Chlorotolue,F20-08,MyExposome PO 225,A200567,YPA_0611,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,4-Chlorotolue,F20-08,MyExposome PO 225,A200567,YPA_0611,,< 0.18 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Bromobenze,F20-08,MyExposome PO 225,A200567,YPA_0611,,< 0.17 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Chlorobenze,F20-08,MyExposome PO 225,A200567,YPA_0611,,< 0.21 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Cume,F20-08,MyExposome PO 225,A200567,YPA_0611,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Ethylbenze,F20-08,MyExposome PO 225,A200567,YPA_0611,,< 0.20 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Butylbenze,F20-08,MyExposome PO 225,A200567,YPA_0611,,5.15,
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Deca,F20-08,MyExposome PO 225,A200567,YPA_0611,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Dodeca,F20-08,MyExposome PO 225,A200567,YPA_0611,,38.3,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Eicosa,F20-08,MyExposome PO 225,A200567,YPA_0611,,87200,
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Heptadeca,F20-08,MyExposome PO 225,A200567,YPA_0611,,2080,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Hexadeca,F20-08,MyExposome PO 225,A200567,YPA_0611,,680,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Nona,F20-08,MyExposome PO 225,A200567,YPA_0611,,< 0.26 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Octadeca,F20-08,MyExposome PO 225,A200567,YPA_0611,,6090,
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Pentadeca,F20-08,MyExposome PO 225,A200567,YPA_0611,,16500,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Propylbenze,F20-08,MyExposome PO 225,A200567,YPA_0611,,< 0.18 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Tetradeca,F20-08,MyExposome PO 225,A200567,YPA_0611,,1030,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Undeca,F20-08,MyExposome PO 225,A200567,YPA_0611,,129,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,o-Dichlorobenze,F20-08,MyExposome PO 225,A200567,YPA_0611,,< 0.18 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,o-Xyle,F20-08,MyExposome PO 225,A200567,YPA_0611,,< 0.22 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,p-Dichlorobenze,F20-08,MyExposome PO 225,A200567,YPA_0611,,< 0.90 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,p-Isopropyltolue,F20-08,MyExposome PO 225,A200567,YPA_0611,,5.45,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,sec-Butylbenze,F20-08,MyExposome PO 225,A200567,YPA_0611,,5.74,
VOC and SVOC by GC-MS (ng/g),,,ng/g,Styre,F20-08,MyExposome PO 225,A200567,YPA_0611,,10.9,
VOC and SVOC by GC-MS (ng/g),,,ng/g,tert-Butylbenze,F20-08,MyExposome PO 225,A200567,YPA_0611,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Xylenes (m and ,F20-08,MyExposome PO 225,A200567,YPA_0611,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,2,3-Trichlorobenze",F20-08,MyExposome PO 225,A200568,YPA_0107,,< 0.17 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,2,3-Trimethylbenze",F20-08,MyExposome PO 225,A200568,YPA_0107,,1.53,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,2,4-Trichlorobenze",F20-08,MyExposome PO 225,A200568,YPA_0107,,< 0.17 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,2,4-Trimethylbenze",F20-08,MyExposome PO 225,A200568,YPA_0107,,5.74,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,3,5-Trimethylbenze",F20-08,MyExposome PO 225,A200568,YPA_0107,,1.34,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,3-Dichlorobenze",F20-08,MyExposome PO 225,A200568,YPA_0107,,< 0.16 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,2-Chlorotolue,F20-08,MyExposome PO 225,A200568,YPA_0107,,< 0.17 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,4-Chlorotolue,F20-08,MyExposome PO 225,A200568,YPA_0107,,< 0.16 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Bromobenze,F20-08,MyExposome PO 225,A200568,YPA_0107,,< 0.16 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Chlorobenze,F20-08,MyExposome PO 225,A200568,YPA_0107,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Cume,F20-08,MyExposome PO 225,A200568,YPA_0107,,< 0.17 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Ethylbenze,F20-08,MyExposome PO 225,A200568,YPA_0107,,3.95,
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Butylbenze,F20-08,MyExposome PO 225,A200568,YPA_0107,,< 0.17 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Deca,F20-08,MyExposome PO 225,A200568,YPA_0107,,29.2,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Dodeca,F20-08,MyExposome PO 225,A200568,YPA_0107,,28.7,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Eicosa,F20-08,MyExposome PO 225,A200568,YPA_0107,,19400,
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Heptadeca,F20-08,MyExposome PO 225,A200568,YPA_0107,,12200,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Hexadeca,F20-08,MyExposome PO 225,A200568,YPA_0107,,13500,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Nona,F20-08,MyExposome PO 225,A200568,YPA_0107,,295,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Octadeca,F20-08,MyExposome PO 225,A200568,YPA_0107,,10500,
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Pentadeca,F20-08,MyExposome PO 225,A200568,YPA_0107,,19800,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Propylbenze,F20-08,MyExposome PO 225,A200568,YPA_0107,,1.31,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Tetradeca,F20-08,MyExposome PO 225,A200568,YPA_0107,,11900,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Undeca,F20-08,MyExposome PO 225,A200568,YPA_0107,,66.9,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,o-Dichlorobenze,F20-08,MyExposome PO 225,A200568,YPA_0107,,< 0.16 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,o-Xyle,F20-08,MyExposome PO 225,A200568,YPA_0107,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,p-Dichlorobenze,F20-08,MyExposome PO 225,A200568,YPA_0107,,9.71,
VOC and SVOC by GC-MS (ng/g),,,ng/g,p-Isopropyltolue,F20-08,MyExposome PO 225,A200568,YPA_0107,,1.17,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,sec-Butylbenze,F20-08,MyExposome PO 225,A200568,YPA_0107,,< 0.17 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Styre,F20-08,MyExposome PO 225,A200568,YPA_0107,,26.4,
VOC and SVOC by GC-MS (ng/g),,,ng/g,tert-Butylbenze,F20-08,MyExposome PO 225,A200568,YPA_0107,,< 0.17 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Xylenes (m and ,F20-08,MyExposome PO 225,A200568,YPA_0107,,7.6,
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,2,3-Trichlorobenze",F20-08,MyExposome PO 225,A200569,MNO_0410,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,2,3-Trimethylbenze",F20-08,MyExposome PO 225,A200569,MNO_0410,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,2,4-Trichlorobenze",F20-08,MyExposome PO 225,A200569,MNO_0410,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,2,4-Trimethylbenze",F20-08,MyExposome PO 225,A200569,MNO_0410,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,3,5-Trimethylbenze",F20-08,MyExposome PO 225,A200569,MNO_0410,,< 0.18 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,3-Dichlorobenze",F20-08,MyExposome PO 225,A200569,MNO_0410,,< 0.18 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,2-Chlorotolue,F20-08,MyExposome PO 225,A200569,MNO_0410,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,4-Chlorotolue,F20-08,MyExposome PO 225,A200569,MNO_0410,,< 0.18 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Bromobenze,F20-08,MyExposome PO 225,A200569,MNO_0410,,< 0.17 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Chlorobenze,F20-08,MyExposome PO 225,A200569,MNO_0410,,< 0.21 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Cume,F20-08,MyExposome PO 225,A200569,MNO_0410,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Ethylbenze,F20-08,MyExposome PO 225,A200569,MNO_0410,,< 0.20 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Butylbenze,F20-08,MyExposome PO 225,A200569,MNO_0410,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Deca,F20-08,MyExposome PO 225,A200569,MNO_0410,,45.4,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Dodeca,F20-08,MyExposome PO 225,A200569,MNO_0410,,41.2,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Eicosa,F20-08,MyExposome PO 225,A200569,MNO_0410,,32200,
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Heptadeca,F20-08,MyExposome PO 225,A200569,MNO_0410,,6860,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Hexadeca,F20-08,MyExposome PO 225,A200569,MNO_0410,,3820,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Nona,F20-08,MyExposome PO 225,A200569,MNO_0410,,445,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Octadeca,F20-08,MyExposome PO 225,A200569,MNO_0410,,12000,
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Pentadeca,F20-08,MyExposome PO 225,A200569,MNO_0410,,1380,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Propylbenze,F20-08,MyExposome PO 225,A200569,MNO_0410,,< 0.18 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Tetradeca,F20-08,MyExposome PO 225,A200569,MNO_0410,,710,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Undeca,F20-08,MyExposome PO 225,A200569,MNO_0410,,113,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,o-Dichlorobenze,F20-08,MyExposome PO 225,A200569,MNO_0410,,< 0.18 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,o-Xyle,F20-08,MyExposome PO 225,A200569,MNO_0410,,< 0.22 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,p-Dichlorobenze,F20-08,MyExposome PO 225,A200569,MNO_0410,,< 0.90 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,p-Isopropyltolue,F20-08,MyExposome PO 225,A200569,MNO_0410,,3.51,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,sec-Butylbenze,F20-08,MyExposome PO 225,A200569,MNO_0410,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Styre,F20-08,MyExposome PO 225,A200569,MNO_0410,,11.8,
VOC and SVOC by GC-MS (ng/g),,,ng/g,tert-Butylbenze,F20-08,MyExposome PO 225,A200569,MNO_0410,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Xylenes (m and ,F20-08,MyExposome PO 225,A200569,MNO_0410,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,2,3-Trichlorobenze",F20-08,MyExposome PO 225,A200570,MNO_1022,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,2,3-Trimethylbenze",F20-08,MyExposome PO 225,A200570,MNO_1022,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,2,4-Trichlorobenze",F20-08,MyExposome PO 225,A200570,MNO_1022,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,2,4-Trimethylbenze",F20-08,MyExposome PO 225,A200570,MNO_1022,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,3,5-Trimethylbenze",F20-08,MyExposome PO 225,A200570,MNO_1022,,< 0.18 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,"1,3-Dichlorobenze",F20-08,MyExposome PO 225,A200570,MNO_1022,,< 0.18 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,2-Chlorotolue,F20-08,MyExposome PO 225,A200570,MNO_1022,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,4-Chlorotolue,F20-08,MyExposome PO 225,A200570,MNO_1022,,< 0.18 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Bromobenze,F20-08,MyExposome PO 225,A200570,MNO_1022,,< 0.17 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Chlorobenze,F20-08,MyExposome PO 225,A200570,MNO_1022,,< 0.21 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Cume,F20-08,MyExposome PO 225,A200570,MNO_1022,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Ethylbenze,F20-08,MyExposome PO 225,A200570,MNO_1022,,< 0.20 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Butylbenze,F20-08,MyExposome PO 225,A200570,MNO_1022,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Deca,F20-08,MyExposome PO 225,A200570,MNO_1022,,18.6,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Dodeca,F20-08,MyExposome PO 225,A200570,MNO_1022,,58.7,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Eicosa,F20-08,MyExposome PO 225,A200570,MNO_1022,,26800,
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Heptadeca,F20-08,MyExposome PO 225,A200570,MNO_1022,,10800,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Hexadeca,F20-08,MyExposome PO 225,A200570,MNO_1022,,13800,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Nona,F20-08,MyExposome PO 225,A200570,MNO_1022,,107,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Octadeca,F20-08,MyExposome PO 225,A200570,MNO_1022,,10900,
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Pentadeca,F20-08,MyExposome PO 225,A200570,MNO_1022,,39500,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Propylbenze,F20-08,MyExposome PO 225,A200570,MNO_1022,,< 0.18 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Tetradeca,F20-08,MyExposome PO 225,A200570,MNO_1022,,47200,J
VOC and SVOC by GC-MS (ng/g),,,ng/g,n-Undeca,F20-08,MyExposome PO 225,A200570,MNO_1022,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,o-Dichlorobenze,F20-08,MyExposome PO 225,A200570,MNO_1022,,< 0.18 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,o-Xyle,F20-08,MyExposome PO 225,A200570,MNO_1022,,< 0.22 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,p-Dichlorobenze,F20-08,MyExposome PO 225,A200570,MNO_1022,,< 0.90 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,p-Isopropyltolue,F20-08,MyExposome PO 225,A200570,MNO_1022,,5.53,B
VOC and SVOC by GC-MS (ng/g),,,ng/g,sec-Butylbenze,F20-08,MyExposome PO 225,A200570,MNO_1022,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Styre,F20-08,MyExposome PO 225,A200570,MNO_1022,,8.86,
VOC and SVOC by GC-MS (ng/g),,,ng/g,tert-Butylbenze,F20-08,MyExposome PO 225,A200570,MNO_1022,,< 0.19 U,U
VOC and SVOC by GC-MS (ng/g),,,ng/g,Xylenes (m and ,F20-08,MyExposome PO 225,A200570,MNO_1022,,< 0.19 U,U
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trichlorobenzene",F20-08,MyExposome PO 225,A200555,DCA_1103,,1.07,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trimethylbenzene",F20-08,MyExposome PO 225,A200555,DCA_1103,,1.57,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trichlorobenzene",F20-08,MyExposome PO 225,A200555,DCA_1103,,1.05,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trimethylbenzene",F20-08,MyExposome PO 225,A200555,DCA_1103,,28.8,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3,5-Trimethylbenzene",F20-08,MyExposome PO 225,A200555,DCA_1103,,13,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3-Dichlorobenzene",F20-08,MyExposome PO 225,A200555,DCA_1103,,1.23,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,2-Chlorotoluene,F20-08,MyExposome PO 225,A200555,DCA_1103,,1.47,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,4-Chlorotoluene,F20-08,MyExposome PO 225,A200555,DCA_1103,,1.43,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Bromobenzene,F20-08,MyExposome PO 225,A200555,DCA_1103,,1.1,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Chlorobenzene,F20-08,MyExposome PO 225,A200555,DCA_1103,,1.84,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Cumene,F20-08,MyExposome PO 225,A200555,DCA_1103,,1.55,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Ethylbenzene,F20-08,MyExposome PO 225,A200555,DCA_1103,,1.93,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Butylbenzene,F20-08,MyExposome PO 225,A200555,DCA_1103,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Decane,F20-08,MyExposome PO 225,A200555,DCA_1103,,1.34,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Dodecane,F20-08,MyExposome PO 225,A200555,DCA_1103,,307,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Eicosane,F20-08,MyExposome PO 225,A200555,DCA_1103,,16000,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Heptadecane,F20-08,MyExposome PO 225,A200555,DCA_1103,,13600,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Hexadecane,F20-08,MyExposome PO 225,A200555,DCA_1103,,10900,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Nonane,F20-08,MyExposome PO 225,A200555,DCA_1103,,1160,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Octadecane,F20-08,MyExposome PO 225,A200555,DCA_1103,,20400,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Pentadecane,F20-08,MyExposome PO 225,A200555,DCA_1103,,11400,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Propylbenzene,F20-08,MyExposome PO 225,A200555,DCA_1103,,1.55,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Tetradecane,F20-08,MyExposome PO 225,A200555,DCA_1103,,6700,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Undecane,F20-08,MyExposome PO 225,A200555,DCA_1103,,1.24,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Dichlorobenzene,F20-08,MyExposome PO 225,A200555,DCA_1103,,1.25,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Xylene,F20-08,MyExposome PO 225,A200555,DCA_1103,,29.8,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Dichlorobenzene,F20-08,MyExposome PO 225,A200555,DCA_1103,,6.13,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Isopropyltoluene,F20-08,MyExposome PO 225,A200555,DCA_1103,,180,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,sec-Butylbenzene,F20-08,MyExposome PO 225,A200555,DCA_1103,,1.39,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Styrene,F20-08,MyExposome PO 225,A200555,DCA_1103,,139,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,tert-Butylbenzene,F20-08,MyExposome PO 225,A200555,DCA_1103,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Xylenes (m and p),F20-08,MyExposome PO 225,A200555,DCA_1103,,78,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trichlorobenzene",F20-08,MyExposome PO 225,A200556,KDA_1118,,1.07,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trimethylbenzene",F20-08,MyExposome PO 225,A200556,KDA_1118,,13.9,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trichlorobenzene",F20-08,MyExposome PO 225,A200556,KDA_1118,,1.05,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trimethylbenzene",F20-08,MyExposome PO 225,A200556,KDA_1118,,53.1,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3,5-Trimethylbenzene",F20-08,MyExposome PO 225,A200556,KDA_1118,,7.96,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3-Dichlorobenzene",F20-08,MyExposome PO 225,A200556,KDA_1118,,1.23,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,2-Chlorotoluene,F20-08,MyExposome PO 225,A200556,KDA_1118,,1.47,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,4-Chlorotoluene,F20-08,MyExposome PO 225,A200556,KDA_1118,,1.43,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Bromobenzene,F20-08,MyExposome PO 225,A200556,KDA_1118,,1.1,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Chlorobenzene,F20-08,MyExposome PO 225,A200556,KDA_1118,,1.84,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Cumene,F20-08,MyExposome PO 225,A200556,KDA_1118,,1.55,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Ethylbenzene,F20-08,MyExposome PO 225,A200556,KDA_1118,,1.93,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Butylbenzene,F20-08,MyExposome PO 225,A200556,KDA_1118,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Decane,F20-08,MyExposome PO 225,A200556,KDA_1118,,432,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Dodecane,F20-08,MyExposome PO 225,A200556,KDA_1118,,356,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Eicosane,F20-08,MyExposome PO 225,A200556,KDA_1118,,118000,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Heptadecane,F20-08,MyExposome PO 225,A200556,KDA_1118,,84100,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Hexadecane,F20-08,MyExposome PO 225,A200556,KDA_1118,,30200,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Nonane,F20-08,MyExposome PO 225,A200556,KDA_1118,,2130,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Octadecane,F20-08,MyExposome PO 225,A200556,KDA_1118,,160000,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Pentadecane,F20-08,MyExposome PO 225,A200556,KDA_1118,,17200,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Propylbenzene,F20-08,MyExposome PO 225,A200556,KDA_1118,,1.52,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Tetradecane,F20-08,MyExposome PO 225,A200556,KDA_1118,,8020,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Undecane,F20-08,MyExposome PO 225,A200556,KDA_1118,,1560,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Dichlorobenzene,F20-08,MyExposome PO 225,A200556,KDA_1118,,1.25,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Xylene,F20-08,MyExposome PO 225,A200556,KDA_1118,,2.03,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Dichlorobenzene,F20-08,MyExposome PO 225,A200556,KDA_1118,,58.6,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Isopropyltoluene,F20-08,MyExposome PO 225,A200556,KDA_1118,,59.6,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,sec-Butylbenzene,F20-08,MyExposome PO 225,A200556,KDA_1118,,1.39,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Styrene,F20-08,MyExposome PO 225,A200556,KDA_1118,,167,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,tert-Butylbenzene,F20-08,MyExposome PO 225,A200556,KDA_1118,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Xylenes (m and p),F20-08,MyExposome PO 225,A200556,KDA_1118,,1.83,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trichlorobenzene",F20-08,MyExposome PO 225,A200557,KPU_0816,,1.07,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trimethylbenzene",F20-08,MyExposome PO 225,A200557,KPU_0816,,4.86,
