Textbox15,Textbox17
"COA Notes:
",SOP 430.00 VOCs and SVOCs: 

Textbox24,Textbox76,Textbox77,Textbox84,Textbox62,Textbox9,Textbox13,Textbox37,Textbox10,Textbox4,Textbox27,WPPRResultQualifier
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Bromobenzene,F20-08,MyExposome PO 225,A200569,MNO_0410,,1.1,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Chlorobenzene,F20-08,MyExposome PO 225,A200569,MNO_0410,,1.84,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Cumene,F20-08,MyExposome PO 225,A200569,MNO_0410,,1.55,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Ethylbenzene,F20-08,MyExposome PO 225,A200569,MNO_0410,,1.93,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Butylbenzene,F20-08,MyExposome PO 225,A200569,MNO_0410,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Decane,F20-08,MyExposome PO 225,A200569,MNO_0410,,319,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Dodecane,F20-08,MyExposome PO 225,A200569,MNO_0410,,242,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Eicosane,F20-08,MyExposome PO 225,A200569,MNO_0410,,114000,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Heptadecane,F20-08,MyExposome PO 225,A200569,MNO_0410,,28500,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Hexadecane,F20-08,MyExposome PO 225,A200569,MNO_0410,,16900,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Nonane,F20-08,MyExposome PO 225,A200569,MNO_0410,,3470,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Octadecane,F20-08,MyExposome PO 225,A200569,MNO_0410,,47300,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Pentadecane,F20-08,MyExposome PO 225,A200569,MNO_0410,,6480,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Propylbenzene,F20-08,MyExposome PO 225,A200569,MNO_0410,,1.52,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Tetradecane,F20-08,MyExposome PO 225,A200569,MNO_0410,,3580,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Undecane,F20-08,MyExposome PO 225,A200569,MNO_0410,,721,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Dichlorobenzene,F20-08,MyExposome PO 225,A200569,MNO_0410,,1.25,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Xylene,F20-08,MyExposome PO 225,A200569,MNO_0410,,2.03,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Dichlorobenzene,F20-08,MyExposome PO 225,A200569,MNO_0410,,6.13,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Isopropyltoluene,F20-08,MyExposome PO 225,A200569,MNO_0410,,26.1,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,sec-Butylbenzene,F20-08,MyExposome PO 225,A200569,MNO_0410,,1.39,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Styrene,F20-08,MyExposome PO 225,A200569,MNO_0410,,113,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,tert-Butylbenzene,F20-08,MyExposome PO 225,A200569,MNO_0410,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Xylenes (m and p),F20-08,MyExposome PO 225,A200569,MNO_0410,,1.83,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trichlorobenzene",F20-08,MyExposome PO 225,A200570,MNO_1022,,1.07,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trimethylbenzene",F20-08,MyExposome PO 225,A200570,MNO_1022,,1.57,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trichlorobenzene",F20-08,MyExposome PO 225,A200570,MNO_1022,,1.05,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trimethylbenzene",F20-08,MyExposome PO 225,A200570,MNO_1022,,1.55,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3,5-Trimethylbenzene",F20-08,MyExposome PO 225,A200570,MNO_1022,,1.52,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3-Dichlorobenzene",F20-08,MyExposome PO 225,A200570,MNO_1022,,1.23,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,2-Chlorotoluene,F20-08,MyExposome PO 225,A200570,MNO_1022,,1.47,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,4-Chlorotoluene,F20-08,MyExposome PO 225,A200570,MNO_1022,,1.43,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Bromobenzene,F20-08,MyExposome PO 225,A200570,MNO_1022,,1.1,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Chlorobenzene,F20-08,MyExposome PO 225,A200570,MNO_1022,,1.84,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Cumene,F20-08,MyExposome PO 225,A200570,MNO_1022,,1.55,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Ethylbenzene,F20-08,MyExposome PO 225,A200570,MNO_1022,,1.93,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Butylbenzene,F20-08,MyExposome PO 225,A200570,MNO_1022,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Decane,F20-08,MyExposome PO 225,A200570,MNO_1022,,131,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Dodecane,F20-08,MyExposome PO 225,A200570,MNO_1022,,345,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Eicosane,F20-08,MyExposome PO 225,A200570,MNO_1022,,95000,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Heptadecane,F20-08,MyExposome PO 225,A200570,MNO_1022,,44900,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Hexadecane,F20-08,MyExposome PO 225,A200570,MNO_1022,,60700,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Nonane,F20-08,MyExposome PO 225,A200570,MNO_1022,,837,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Octadecane,F20-08,MyExposome PO 225,A200570,MNO_1022,,42800,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Pentadecane,F20-08,MyExposome PO 225,A200570,MNO_1022,,186000,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Propylbenzene,F20-08,MyExposome PO 225,A200570,MNO_1022,,1.52,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Tetradecane,F20-08,MyExposome PO 225,A200570,MNO_1022,,238000,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Undecane,F20-08,MyExposome PO 225,A200570,MNO_1022,,1.24,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Dichlorobenzene,F20-08,MyExposome PO 225,A200570,MNO_1022,,1.25,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Xylene,F20-08,MyExposome PO 225,A200570,MNO_1022,,2.03,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Dichlorobenzene,F20-08,MyExposome PO 225,A200570,MNO_1022,,6.13,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Isopropyltoluene,F20-08,MyExposome PO 225,A200570,MNO_1022,,41.2,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,sec-Butylbenzene,F20-08,MyExposome PO 225,A200570,MNO_1022,,1.39,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Styrene,F20-08,MyExposome PO 225,A200570,MNO_1022,,85.1,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,tert-Butylbenzene,F20-08,MyExposome PO 225,A200570,MNO_1022,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Xylenes (m and p),F20-08,MyExposome PO 225,A200570,MNO_1022,,1.83,

