recordID,masterParameterID,IRIS_Summary,Iris_ID,Last_Significant_Revision,QuickView
770,301335,http://www.epa.gov/iris/subst/0299.htm,299,9/26/1988,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0299
771,301336,NULL,NULL,NULL,NULL
772,301337,NULL,NULL,NULL,NULL
773,301338,NULL,NULL,NULL,NULL
774,301339,NULL,NULL,NULL,NULL
775,301340,NULL,NULL,NULL,NULL
776,301341,NULL,NULL,NULL,NULL
777,301342,NULL,NULL,NULL,NULL
778,301344,NULL,NULL,NULL,NULL
779,301345,NULL,NULL,NULL,NULL
780,301346,NULL,NULL,NULL,NULL
781,301347,NULL,NULL,NULL,NULL
782,301348,NULL,NULL,NULL,NULL
783,301349,NULL,NULL,NULL,NULL
784,301350,NULL,NULL,NULL,NULL
785,301351,NULL,NULL,NULL,NULL
786,301352,NULL,NULL,NULL,NULL
787,301353,NULL,NULL,NULL,NULL
788,301354,NULL,NULL,NULL,NULL
789,301355,NULL,NULL,NULL,NULL
790,301356,NULL,NULL,NULL,NULL
791,301357,NULL,NULL,NULL,NULL
792,301358,NULL,NULL,NULL,NULL
793,301359,NULL,NULL,NULL,NULL
794,301360,NULL,NULL,NULL,NULL
795,301361,NULL,NULL,NULL,NULL
796,301362,NULL,NULL,NULL,NULL
797,301363,NULL,NULL,NULL,NULL
798,301364,http://www.epa.gov/iris/subst/0138.htm,138,9/7/1988,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0138
799,301365,NULL,NULL,NULL,NULL
800,301366,NULL,NULL,NULL,NULL
801,301367,NULL,NULL,NULL,NULL
802,301368,NULL,NULL,NULL,NULL
803,301369,NULL,NULL,NULL,NULL
804,301370,NULL,NULL,NULL,NULL
805,301371,NULL,NULL,NULL,NULL
806,301372,NULL,NULL,NULL,NULL
807,301373,http://www.epa.gov/iris/subst/0296.htm,296,5/1/1990,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0296
808,301374,NULL,NULL,NULL,NULL
809,301375,NULL,NULL,NULL,NULL
810,301376,NULL,NULL,NULL,NULL
811,301377,http://www.epa.gov/iris/subst/0343.htm,343,9/26/1988,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0343
812,301378,NULL,NULL,NULL,NULL
813,301379,NULL,NULL,NULL,NULL
814,301380,NULL,NULL,NULL,NULL
815,301381,NULL,NULL,NULL,NULL
816,301382,NULL,NULL,NULL,NULL
817,301383,NULL,NULL,NULL,NULL
818,301384,NULL,NULL,NULL,NULL
819,301385,http://www.epa.gov/iris/subst/0161.htm,161,3/1/1988,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0161
820,301386,NULL,NULL,NULL,NULL
821,301387,NULL,NULL,NULL,NULL
822,301388,NULL,NULL,NULL,NULL
823,301389,NULL,NULL,NULL,NULL
824,301390,NULL,NULL,NULL,NULL
825,301391,NULL,NULL,NULL,NULL
826,301392,http://www.epa.gov/iris/subst/0021.htm,21,1/31/1987,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0021
827,301393,NULL,NULL,NULL,NULL
828,301394,NULL,NULL,NULL,NULL
829,301395,NULL,NULL,NULL,NULL
830,301396,NULL,NULL,NULL,NULL
831,301397,NULL,NULL,NULL,NULL
832,301398,NULL,NULL,NULL,NULL
833,301399,NULL,NULL,NULL,NULL
834,301400,NULL,NULL,NULL,NULL
835,301401,NULL,NULL,NULL,NULL
836,301402,NULL,NULL,NULL,NULL
837,301403,NULL,NULL,NULL,NULL
838,301404,http://www.epa.gov/iris/subst/0334.htm,334,8/22/1988,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0334
839,301405,http://www.epa.gov/iris/subst/0279.htm,279,6/30/1988,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0279
840,301406,NULL,NULL,NULL,NULL
841,301407,NULL,NULL,NULL,NULL
842,301408,http://www.epa.gov/iris/subst/0339.htm,339,9/1/1991,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0339
843,301409,NULL,NULL,NULL,NULL
844,301410,NULL,NULL,NULL,NULL
845,301411,http://www.epa.gov/iris/subst/0083.htm,83,7/1/1989,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0083
846,301412,NULL,NULL,NULL,NULL
847,301413,NULL,NULL,NULL,NULL
848,301414,http://www.epa.gov/iris/subst/0378.htm,378,10/1/1989,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0378
849,301415,NULL,NULL,NULL,NULL
850,301416,NULL,NULL,NULL,NULL
851,301417,NULL,NULL,NULL,NULL
852,301418,http://www.epa.gov/iris/subst/0132.htm,132,3/1/1988,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0132
853,301419,NULL,NULL,NULL,NULL
854,301420,http://www.epa.gov/iris/subst/0335.htm,335,6/1/1991,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0335
855,301421,NULL,NULL,NULL,NULL
856,301422,NULL,NULL,NULL,NULL
857,301423,NULL,NULL,NULL,NULL
858,301424,NULL,NULL,NULL,NULL
859,301425,NULL,NULL,NULL,NULL
860,301426,NULL,NULL,NULL,NULL
861,301427,NULL,NULL,NULL,NULL
862,301428,NULL,NULL,NULL,NULL
863,301429,NULL,NULL,NULL,NULL
864,301430,NULL,NULL,NULL,NULL
865,301431,NULL,NULL,NULL,NULL
866,301432,NULL,NULL,NULL,NULL
867,301433,NULL,NULL,NULL,NULL
868,301434,NULL,NULL,NULL,NULL
869,301435,NULL,NULL,NULL,NULL
870,301436,NULL,NULL,NULL,NULL
871,301437,NULL,NULL,NULL,NULL
872,301438,NULL,NULL,NULL,NULL
873,301439,NULL,NULL,NULL,NULL
874,301440,NULL,NULL,NULL,NULL
875,301441,NULL,NULL,NULL,NULL
876,301442,NULL,NULL,NULL,NULL
877,301443,NULL,NULL,NULL,NULL
878,301444,NULL,NULL,NULL,NULL
879,301445,NULL,NULL,NULL,NULL
880,301446,NULL,NULL,NULL,NULL
881,301447,NULL,NULL,NULL,NULL
882,301448,NULL,NULL,NULL,NULL
883,301449,NULL,NULL,NULL,NULL
884,301450,NULL,NULL,NULL,NULL
885,301451,NULL,NULL,NULL,NULL
886,301452,NULL,NULL,NULL,NULL
887,301453,NULL,NULL,NULL,NULL
888,301454,NULL,NULL,NULL,NULL
889,301455,NULL,NULL,NULL,NULL
890,301456,NULL,NULL,NULL,NULL
891,301457,NULL,NULL,NULL,NULL
892,301458,NULL,NULL,NULL,NULL
893,301459,NULL,NULL,NULL,NULL
894,301460,NULL,NULL,NULL,NULL
895,301461,NULL,NULL,NULL,NULL
896,301462,NULL,NULL,NULL,NULL
897,301463,NULL,NULL,NULL,NULL
898,301464,NULL,NULL,NULL,NULL
899,301465,NULL,NULL,NULL,NULL
900,301466,NULL,NULL,NULL,NULL
901,301467,NULL,NULL,NULL,NULL
902,301468,NULL,NULL,NULL,NULL
903,301474,NULL,NULL,NULL,NULL
904,301475,NULL,NULL,NULL,NULL
905,301476,NULL,NULL,NULL,NULL
906,301477,NULL,NULL,NULL,NULL
907,301478,NULL,NULL,NULL,NULL
908,301479,NULL,NULL,NULL,NULL
909,301480,NULL,NULL,NULL,NULL
910,301481,NULL,NULL,NULL,NULL
911,301482,NULL,NULL,NULL,NULL
912,301483,NULL,NULL,NULL,NULL
913,301484,NULL,NULL,NULL,NULL
914,301485,NULL,NULL,NULL,NULL
915,301486,NULL,NULL,NULL,NULL
916,301487,NULL,NULL,NULL,NULL
917,301488,NULL,NULL,NULL,NULL
918,301489,NULL,NULL,NULL,NULL
919,301490,NULL,NULL,NULL,NULL
920,301491,NULL,NULL,NULL,NULL
921,301492,NULL,NULL,NULL,NULL
922,301493,NULL,NULL,NULL,NULL
923,301494,NULL,NULL,NULL,NULL
924,301495,NULL,NULL,NULL,NULL
925,301496,NULL,NULL,NULL,NULL
926,301497,NULL,NULL,NULL,NULL
927,301498,NULL,NULL,NULL,NULL
928,301499,NULL,NULL,NULL,NULL
929,301500,NULL,NULL,NULL,NULL
930,301501,NULL,NULL,NULL,NULL
931,301502,NULL,NULL,NULL,NULL
932,301503,NULL,NULL,NULL,NULL
933,301504,NULL,NULL,NULL,NULL
934,301505,NULL,NULL,NULL,NULL
935,301506,NULL,NULL,NULL,NULL
936,301507,NULL,NULL,NULL,NULL
937,301508,NULL,NULL,NULL,NULL
938,301509,NULL,NULL,NULL,NULL
939,301510,http://www.epa.gov/iris/subst/0383.htm,383,7/1/1989,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0383
940,301511,NULL,NULL,NULL,NULL
941,301512,NULL,NULL,NULL,NULL
942,301513,NULL,NULL,NULL,NULL
943,301514,NULL,NULL,NULL,NULL
944,301515,NULL,NULL,NULL,NULL
945,301516,NULL,NULL,NULL,NULL
946,301517,NULL,NULL,NULL,NULL
947,301518,NULL,NULL,NULL,NULL
948,301519,NULL,NULL,NULL,NULL
949,301520,NULL,NULL,NULL,NULL
950,301521,NULL,NULL,NULL,NULL
951,301522,NULL,NULL,NULL,NULL
952,301523,NULL,NULL,NULL,NULL
953,301524,NULL,NULL,NULL,NULL
954,301525,NULL,NULL,NULL,NULL
955,301526,NULL,NULL,NULL,NULL
956,301527,NULL,NULL,NULL,NULL
957,301528,NULL,NULL,NULL,NULL
958,301529,NULL,NULL,NULL,NULL
959,301530,NULL,NULL,NULL,NULL
960,301531,NULL,NULL,NULL,NULL
961,301532,NULL,NULL,NULL,NULL
962,301533,NULL,NULL,NULL,NULL
963,301534,NULL,NULL,NULL,NULL
964,301535,NULL,NULL,NULL,NULL
965,301536,NULL,NULL,NULL,NULL
966,301537,NULL,NULL,NULL,NULL
967,301538,NULL,NULL,NULL,NULL
968,301539,NULL,NULL,NULL,NULL
969,301540,NULL,NULL,NULL,NULL
970,301541,NULL,NULL,NULL,NULL
971,301542,NULL,NULL,NULL,NULL
972,301543,NULL,NULL,NULL,NULL
973,301544,NULL,NULL,NULL,NULL
974,301545,NULL,NULL,NULL,NULL
975,301546,NULL,NULL,NULL,NULL
976,301547,NULL,NULL,NULL,NULL
977,301548,NULL,NULL,NULL,NULL
978,301549,NULL,NULL,NULL,NULL
979,301550,NULL,NULL,NULL,NULL
980,301551,NULL,NULL,NULL,NULL
981,301552,NULL,NULL,NULL,NULL
982,301553,NULL,NULL,NULL,NULL
983,301554,NULL,NULL,NULL,NULL
984,301555,NULL,NULL,NULL,NULL
985,301556,NULL,NULL,NULL,NULL
986,301557,NULL,NULL,NULL,NULL
987,301558,NULL,NULL,NULL,NULL
988,301559,NULL,NULL,NULL,NULL
989,301560,NULL,NULL,NULL,NULL
990,301561,NULL,NULL,NULL,NULL
991,301562,NULL,NULL,NULL,NULL
992,301563,NULL,NULL,NULL,NULL
993,301564,NULL,NULL,NULL,NULL
994,301565,NULL,NULL,NULL,NULL
995,301566,NULL,NULL,NULL,NULL
996,301567,http://www.epa.gov/iris/subst/0467.htm,467,5/1/1990,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0467
997,301568,NULL,NULL,NULL,NULL
998,301569,NULL,NULL,NULL,NULL
999,301570,NULL,NULL,NULL,NULL
1000,301571,NULL,NULL,NULL,NULL
1001,301572,NULL,NULL,NULL,NULL
1002,301573,NULL,NULL,NULL,NULL
1003,301574,NULL,NULL,NULL,NULL
1004,301575,NULL,NULL,NULL,NULL
1005,301576,NULL,NULL,NULL,NULL
1006,301577,NULL,NULL,NULL,NULL
1007,301578,NULL,NULL,NULL,NULL
1008,301579,NULL,NULL,NULL,NULL
1009,301580,NULL,NULL,NULL,NULL
1010,301581,NULL,NULL,NULL,NULL
1011,301582,NULL,NULL,NULL,NULL
1012,301583,NULL,NULL,NULL,NULL
1013,301584,NULL,NULL,NULL,NULL
1014,301585,NULL,NULL,NULL,NULL
1015,301586,NULL,NULL,NULL,NULL
1016,301587,NULL,NULL,NULL,NULL
1017,301588,NULL,NULL,NULL,NULL
1018,301589,NULL,NULL,NULL,NULL
1019,301590,NULL,NULL,NULL,NULL
1020,301591,NULL,NULL,NULL,NULL
1021,301592,NULL,NULL,NULL,NULL
1022,301593,NULL,NULL,NULL,NULL
1023,301594,NULL,NULL,NULL,NULL
1024,301595,NULL,NULL,NULL,NULL
1025,301596,NULL,NULL,NULL,NULL
1026,301597,NULL,NULL,NULL,NULL
1027,301598,NULL,NULL,NULL,NULL
1028,301599,NULL,NULL,NULL,NULL
1029,301600,NULL,NULL,NULL,NULL
1030,301601,NULL,NULL,NULL,NULL
1031,301602,NULL,NULL,NULL,NULL
1032,301603,NULL,NULL,NULL,NULL
1033,301604,NULL,NULL,NULL,NULL
1034,301605,NULL,NULL,NULL,NULL
1035,301606,NULL,NULL,NULL,NULL
1036,301607,NULL,NULL,NULL,NULL
1037,301608,NULL,NULL,NULL,NULL
1038,301609,NULL,NULL,NULL,NULL
1039,301610,NULL,NULL,NULL,NULL
1040,301611,NULL,NULL,NULL,NULL
1041,301612,NULL,NULL,NULL,NULL
1042,301613,NULL,NULL,NULL,NULL
1043,301614,NULL,NULL,NULL,NULL
1044,301615,NULL,NULL,NULL,NULL
1045,301616,NULL,NULL,NULL,NULL
1046,301617,NULL,NULL,NULL,NULL
1047,301618,NULL,NULL,NULL,NULL
1048,301619,NULL,NULL,NULL,NULL
1049,301620,NULL,NULL,NULL,NULL
1050,301621,NULL,NULL,NULL,NULL
1051,301622,NULL,NULL,NULL,NULL
1052,301623,NULL,NULL,NULL,NULL
1053,301624,NULL,NULL,NULL,NULL
1054,301625,NULL,NULL,NULL,NULL
1055,301626,NULL,NULL,NULL,NULL
1056,301627,NULL,NULL,NULL,NULL
1057,301628,NULL,NULL,NULL,NULL
1058,301629,NULL,NULL,NULL,NULL
1059,301630,NULL,NULL,NULL,NULL
1060,301631,NULL,NULL,NULL,NULL
1061,301632,NULL,NULL,NULL,NULL
1062,301633,NULL,NULL,NULL,NULL
1063,301634,NULL,NULL,NULL,NULL
1064,301635,NULL,NULL,NULL,NULL
1065,301636,NULL,NULL,NULL,NULL
1066,301637,NULL,NULL,NULL,NULL
1067,301638,NULL,NULL,NULL,NULL
1068,301639,NULL,NULL,NULL,NULL
1069,301640,NULL,NULL,NULL,NULL
1070,301641,NULL,NULL,NULL,NULL
1071,301642,NULL,NULL,NULL,NULL
1072,301643,NULL,NULL,NULL,NULL
1073,301644,NULL,NULL,NULL,NULL
1074,301645,NULL,NULL,NULL,NULL
1075,301646,NULL,NULL,NULL,NULL
1076,301647,http://www.epa.gov/iris/subst/0280.htm,280,6/30/1988,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0280
1077,301648,NULL,NULL,NULL,NULL
1078,301649,NULL,NULL,NULL,NULL
1079,301650,NULL,NULL,NULL,NULL
1080,301651,NULL,NULL,NULL,NULL
1081,301652,NULL,NULL,NULL,NULL
1082,301653,NULL,NULL,NULL,NULL
1083,301654,NULL,NULL,NULL,NULL
1084,301655,NULL,NULL,NULL,NULL
1085,301656,NULL,NULL,NULL,NULL
1086,301657,NULL,NULL,NULL,NULL
1087,301658,NULL,NULL,NULL,NULL
1088,301659,NULL,NULL,NULL,NULL
1089,301660,NULL,NULL,NULL,NULL
1090,301661,NULL,NULL,NULL,NULL
1091,301662,NULL,NULL,NULL,NULL
1092,301663,NULL,NULL,NULL,NULL
1093,301664,NULL,NULL,NULL,NULL
1094,301665,NULL,NULL,NULL,NULL
1095,301666,NULL,NULL,NULL,NULL
1096,301667,NULL,NULL,NULL,NULL
1097,301668,NULL,NULL,NULL,NULL
1098,301669,NULL,NULL,NULL,NULL
1099,301670,NULL,NULL,NULL,NULL
1100,301671,NULL,NULL,NULL,NULL
1101,301672,NULL,NULL,NULL,NULL
1102,301673,NULL,NULL,NULL,NULL
1103,301674,NULL,NULL,NULL,NULL
1104,301675,NULL,NULL,NULL,NULL
1105,301676,NULL,NULL,NULL,NULL
1106,301677,NULL,NULL,NULL,NULL
1107,301678,NULL,NULL,NULL,NULL
1108,301679,NULL,NULL,NULL,NULL
1109,301680,NULL,NULL,NULL,NULL
1110,301681,http://www.epa.gov/iris/subst/0344.htm,344,9/7/1988,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0344
1111,301682,NULL,NULL,NULL,NULL
1112,301683,NULL,NULL,NULL,NULL
1113,301684,NULL,NULL,NULL,NULL
1114,301685,NULL,NULL,NULL,NULL
1115,301686,NULL,NULL,NULL,NULL
1116,301687,NULL,NULL,NULL,NULL
1117,301688,NULL,NULL,NULL,NULL
1118,301689,NULL,NULL,NULL,NULL
1119,301690,NULL,NULL,NULL,NULL
1120,301691,NULL,NULL,NULL,NULL
1121,301692,NULL,NULL,NULL,NULL
1122,301693,NULL,NULL,NULL,NULL
1123,301694,NULL,NULL,NULL,NULL
1124,301695,NULL,NULL,NULL,NULL
1125,301696,http://www.epa.gov/iris/subst/0084.htm,84,1/31/1987,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0084
1126,301697,NULL,NULL,NULL,NULL
1127,301698,NULL,NULL,NULL,NULL
1128,301699,NULL,NULL,NULL,NULL
1129,301700,NULL,NULL,NULL,NULL
1130,301701,NULL,NULL,NULL,NULL
1131,301702,NULL,NULL,NULL,NULL
1132,301703,NULL,NULL,NULL,NULL
1133,301704,NULL,NULL,NULL,NULL
1134,301705,NULL,NULL,NULL,NULL
1135,301706,NULL,NULL,NULL,NULL
1136,301707,NULL,NULL,NULL,NULL
1137,301708,NULL,NULL,NULL,NULL
1138,301709,NULL,NULL,NULL,NULL
1139,301710,NULL,NULL,NULL,NULL
1140,301711,NULL,NULL,NULL,NULL
1141,301712,NULL,NULL,NULL,NULL
1142,301713,NULL,NULL,NULL,NULL
1143,301714,NULL,NULL,NULL,NULL
1144,301715,NULL,NULL,NULL,NULL
1145,301716,NULL,NULL,NULL,NULL
1146,301717,NULL,NULL,NULL,NULL
1147,301721,NULL,NULL,NULL,NULL
1148,301724,NULL,NULL,NULL,NULL
1149,301725,NULL,NULL,NULL,NULL
1150,301726,NULL,NULL,NULL,NULL
1151,301727,NULL,NULL,NULL,NULL
1152,301728,NULL,NULL,NULL,NULL
1153,301729,NULL,NULL,NULL,NULL
1154,301730,NULL,NULL,NULL,NULL
1155,301731,NULL,NULL,NULL,NULL
1156,301732,NULL,NULL,NULL,NULL
1157,301733,NULL,NULL,NULL,NULL
1158,301734,NULL,NULL,NULL,NULL
1159,301735,NULL,NULL,NULL,NULL
1160,301736,NULL,NULL,NULL,NULL
1161,301737,NULL,NULL,NULL,NULL
1162,301739,NULL,NULL,NULL,NULL
1163,301740,NULL,NULL,NULL,NULL
1164,301741,NULL,NULL,NULL,NULL
1165,301742,NULL,NULL,NULL,NULL
1166,301743,NULL,NULL,NULL,NULL
1167,301746,NULL,NULL,NULL,NULL
1168,301747,NULL,NULL,NULL,NULL
1169,301748,NULL,NULL,NULL,NULL
1170,301749,NULL,NULL,NULL,NULL
1171,301750,NULL,NULL,NULL,NULL
1172,301751,NULL,NULL,NULL,NULL
1173,301752,NULL,NULL,NULL,NULL
1174,301753,NULL,NULL,NULL,NULL
1175,301754,NULL,NULL,NULL,NULL
1176,301755,NULL,NULL,NULL,NULL
1177,301756,NULL,NULL,NULL,NULL
1178,301757,NULL,NULL,NULL,NULL
1179,301758,NULL,NULL,NULL,NULL
1180,301769,NULL,NULL,NULL,NULL
1181,301770,NULL,NULL,NULL,NULL
1182,301771,NULL,NULL,NULL,NULL
1183,301772,NULL,NULL,NULL,NULL
1184,301773,NULL,NULL,NULL,NULL
1185,301774,NULL,NULL,NULL,NULL
1186,301775,NULL,NULL,NULL,NULL
1187,301776,NULL,NULL,NULL,NULL
1188,301777,NULL,NULL,NULL,NULL
1189,301778,NULL,NULL,NULL,NULL
1190,301779,NULL,NULL,NULL,NULL
1191,301780,NULL,NULL,NULL,NULL
1192,301781,NULL,NULL,NULL,NULL
1193,301782,NULL,NULL,NULL,NULL
1194,301783,NULL,NULL,NULL,NULL
1195,301784,NULL,NULL,NULL,NULL
1196,301785,NULL,NULL,NULL,NULL
1197,301786,NULL,NULL,NULL,NULL
1198,301787,NULL,NULL,NULL,NULL
1199,301788,NULL,NULL,NULL,NULL
1200,301789,NULL,NULL,NULL,NULL
1201,301790,NULL,NULL,NULL,NULL
1202,301791,NULL,NULL,NULL,NULL
1203,301792,NULL,NULL,NULL,NULL
1204,301793,NULL,NULL,NULL,NULL
1205,301794,NULL,NULL,NULL,NULL
1206,301795,NULL,NULL,NULL,NULL
1207,301796,NULL,NULL,NULL,NULL
1208,301797,NULL,NULL,NULL,NULL
1209,301798,NULL,NULL,NULL,NULL
1210,301799,NULL,NULL,NULL,NULL
1211,301800,NULL,NULL,NULL,NULL
1212,301830,NULL,NULL,NULL,NULL
1213,301831,NULL,NULL,NULL,NULL
1214,301832,NULL,NULL,NULL,NULL
1215,301833,NULL,NULL,NULL,NULL
1216,302066,NULL,NULL,NULL,NULL
1217,302067,NULL,NULL,NULL,NULL
1218,302068,http://www.epa.gov/iris/subst/0490.htm,490,8/1/1990,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0490
1219,302069,NULL,NULL,NULL,NULL
1220,302070,NULL,NULL,NULL,NULL
1221,302071,NULL,NULL,NULL,NULL
1222,302072,NULL,NULL,NULL,NULL
1223,302073,NULL,NULL,NULL,NULL
1224,302074,NULL,NULL,NULL,NULL
1225,302075,http://www.epa.gov/iris/subst/0491.htm,491,8/1/1990,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0491
1226,302076,NULL,NULL,NULL,NULL
1227,302077,NULL,NULL,NULL,NULL
1228,302078,NULL,NULL,NULL,NULL
1229,302079,NULL,NULL,NULL,NULL
1230,302080,NULL,NULL,NULL,NULL
1231,302081,NULL,NULL,NULL,NULL
1232,302082,NULL,NULL,NULL,NULL
1233,302083,NULL,NULL,NULL,NULL
1234,302084,NULL,NULL,NULL,NULL
1235,302085,NULL,NULL,NULL,NULL
1236,302086,NULL,NULL,NULL,NULL
1237,302088,NULL,NULL,NULL,NULL
1238,302089,NULL,NULL,NULL,NULL
1239,302095,NULL,NULL,NULL,NULL
1240,302096,NULL,NULL,NULL,NULL
1241,302097,NULL,NULL,NULL,NULL
1242,302100,NULL,NULL,NULL,NULL
1243,302101,NULL,NULL,NULL,NULL
1244,302298,NULL,NULL,NULL,NULL
1245,302299,NULL,NULL,NULL,NULL
1246,302300,NULL,NULL,NULL,NULL
1247,302301,NULL,NULL,NULL,NULL
1248,302555,NULL,NULL,NULL,NULL
1249,302556,NULL,NULL,NULL,NULL
1250,302557,NULL,NULL,NULL,NULL
1251,302558,NULL,NULL,NULL,NULL
1252,302559,NULL,NULL,NULL,NULL
1253,302560,NULL,NULL,NULL,NULL
1254,302561,NULL,NULL,NULL,NULL
1255,302562,NULL,NULL,NULL,NULL
1256,302563,NULL,NULL,NULL,NULL
1257,302564,NULL,NULL,NULL,NULL
1258,302565,NULL,NULL,NULL,NULL
1259,302567,NULL,NULL,NULL,NULL
1260,302568,NULL,NULL,NULL,NULL
1261,302569,NULL,NULL,NULL,NULL
1262,302570,NULL,NULL,NULL,NULL
1263,302571,NULL,NULL,NULL,NULL
1264,302572,NULL,NULL,NULL,NULL
1265,302573,NULL,NULL,NULL,NULL
1266,302574,NULL,NULL,NULL,NULL
1267,302575,NULL,NULL,NULL,NULL
1268,302576,NULL,NULL,NULL,NULL
1269,302577,NULL,NULL,NULL,NULL
1270,302578,NULL,NULL,NULL,NULL
1271,302579,NULL,NULL,NULL,NULL
1272,302580,NULL,NULL,NULL,NULL
1273,302581,NULL,NULL,NULL,NULL
1274,302582,NULL,NULL,NULL,NULL
1275,302584,NULL,NULL,NULL,NULL
1276,302663,NULL,NULL,NULL,NULL
1277,302664,NULL,NULL,NULL,NULL
1278,302665,NULL,NULL,NULL,NULL
1279,302666,NULL,NULL,NULL,NULL
1280,302667,NULL,NULL,NULL,NULL
1281,302668,NULL,NULL,NULL,NULL
1282,302669,NULL,NULL,NULL,NULL
1283,302670,NULL,NULL,NULL,NULL
1284,302671,NULL,NULL,NULL,NULL
1285,302672,NULL,NULL,NULL,NULL
1286,302673,NULL,NULL,NULL,NULL
1287,302674,NULL,NULL,NULL,NULL
1288,302675,NULL,NULL,NULL,NULL
1289,302676,NULL,NULL,NULL,NULL
1290,302677,NULL,NULL,NULL,NULL
1291,302678,NULL,NULL,NULL,NULL
1292,302679,NULL,NULL,NULL,NULL
1293,302680,NULL,NULL,NULL,NULL
1294,302681,NULL,NULL,NULL,NULL
1295,302682,NULL,NULL,NULL,NULL
1296,302683,NULL,NULL,NULL,NULL
1297,302684,NULL,NULL,NULL,NULL
1298,302685,NULL,NULL,NULL,NULL
1299,302686,NULL,NULL,NULL,NULL
1300,90,NULL,NULL,NULL,NULL
1301,118,NULL,NULL,NULL,NULL
1302,186,NULL,NULL,NULL,NULL
1303,437,http://www.epa.gov/iris/subst/0429.htm,429,10/1/1990,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0429
1304,301763,NULL,NULL,NULL,NULL
1305,302170,NULL,NULL,NULL,NULL
1306,302171,NULL,NULL,NULL,NULL
1307,302503,NULL,NULL,NULL,NULL
1308,302586,NULL,NULL,NULL,NULL
1309,302587,NULL,NULL,NULL,NULL
1310,302588,NULL,NULL,NULL,NULL
1311,302589,NULL,NULL,NULL,NULL
1312,302590,NULL,NULL,NULL,NULL
1313,302591,NULL,NULL,NULL,NULL
1314,302592,NULL,NULL,NULL,NULL
1315,302593,NULL,NULL,NULL,NULL
1316,302600,NULL,NULL,NULL,NULL
1317,302601,NULL,NULL,NULL,NULL
1318,302602,NULL,NULL,NULL,NULL
1319,302603,NULL,NULL,NULL,NULL
1320,302604,NULL,NULL,NULL,NULL
1321,302605,NULL,NULL,NULL,NULL
1322,302606,NULL,NULL,NULL,NULL
1323,302607,NULL,NULL,NULL,NULL
1324,302608,NULL,NULL,NULL,NULL
1325,302610,NULL,NULL,NULL,NULL
1326,302612,NULL,NULL,NULL,NULL
1327,302613,NULL,NULL,NULL,NULL
1328,302615,NULL,NULL,NULL,NULL
1329,302616,NULL,NULL,NULL,NULL
1330,302617,NULL,NULL,NULL,NULL
1331,302623,NULL,NULL,NULL,NULL
1332,302626,NULL,NULL,NULL,NULL
1333,302627,NULL,NULL,NULL,NULL
1334,302635,NULL,NULL,NULL,NULL
1335,302636,NULL,NULL,NULL,NULL
1336,302637,NULL,NULL,NULL,NULL
1337,302638,NULL,NULL,NULL,NULL
1338,302639,NULL,NULL,NULL,NULL
1339,302640,NULL,NULL,NULL,NULL
1340,302641,NULL,NULL,NULL,NULL
1341,302642,NULL,NULL,NULL,NULL
1342,302643,NULL,NULL,NULL,NULL
1343,302645,NULL,NULL,NULL,NULL
1344,302647,NULL,NULL,NULL,NULL
1345,302648,NULL,NULL,NULL,NULL
1346,302649,NULL,NULL,NULL,NULL
1347,302650,NULL,NULL,NULL,NULL
1348,302651,NULL,NULL,NULL,NULL
1349,302652,NULL,NULL,NULL,NULL
1350,302653,NULL,NULL,NULL,NULL
