ParameterID,ChemicalUrl,OralRfDAssessment,InhalationRfCAssessment,CarcinogenicityAssessment
300717,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=35,Yes (Last revised: 06-30-2008),Discussion (Last revised: 06-30-2008),Yes (Last revised: 06-30-2008)
300718,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300719,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300720,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300721,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300722,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300723,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300724,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300725,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300726,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300728,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=1010,Yes (Last revised: 06-30-2008),Discussion (Last revised: 06-30-2008),Yes (Last revised: 06-30-2008)
300736,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300737,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300743,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300745,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300746,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=300,Yes (Last revised: 09-07-1988),Message (Last revised: 04-01-1992),Yes (Last revised: 09-01-1990)
300747,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300748,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300753,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=254,Yes (Last revised: 09-30-1987),No,No
300754,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=254,Yes (Last revised: 09-30-1987),No,No
300755,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300756,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300757,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300758,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300763,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300764,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300765,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300766,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300773,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300883,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=160,Yes (Last revised: 09-30-1987),No,Yes (Last revised: 09-30-1987)
300884,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=374,Yes (Last revised: 09-26-1988),Message (Last revised: 03-01-1991),Yes (Last revised: 03-01-1991)
300886,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=65,Yes (Last revised: 01-31-1987),No,No
300887,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=369,Yes (Last revised: 09-01-1990),Discussion (Last revised: 12-01-1993),Yes (Last revised: 09-07-1988)
300888,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=74,Yes (Last revised: 10-01-1990),No,Yes (Last revised: 08-22-1988)
300894,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300897,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300898,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300899,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300900,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300901,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300903,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300904,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300905,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300906,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300907,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300908,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300909,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300910,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300911,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300912,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300913,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300914,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300915,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300916,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300917,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300918,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300919,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300920,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300921,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300922,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300923,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300924,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300925,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300926,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300927,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300928,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300929,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300930,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300931,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300932,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300933,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300934,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300935,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300936,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300937,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300938,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300939,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300940,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300941,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300942,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300943,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300944,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300993,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300994,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300995,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300996,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300997,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300998,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
300999,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301000,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301001,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301002,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301003,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301004,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301005,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301006,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301007,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301008,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301009,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301010,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301011,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301017,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301018,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301019,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301020,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301021,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301022,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301023,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301024,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301025,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301026,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301027,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301028,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301029,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301030,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301031,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301032,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301033,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301034,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301035,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301036,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301037,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301038,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301039,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301040,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301041,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301042,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301043,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301044,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301045,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301046,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301047,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301048,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301049,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301050,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301051,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301052,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301053,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301054,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301055,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301056,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301057,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301058,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301059,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301060,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301061,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301062,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301063,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301064,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301065,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301066,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301067,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301068,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301069,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301070,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301071,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301072,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301073,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301074,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301075,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301076,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301077,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301078,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301079,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301080,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301081,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301082,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301083,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301084,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
